title,subject,length,journal_ID
emaaaGSGcHHBLtnNAvWCJBxWtNfkGpvOWmgeleNtPnMdpOEYNP,phys,1992,31
IUGoajcEKfXLkyyiDZDFGLpPXHUcaldpxDRtlKvVKKXkKqYzVe,math,7039,4
UkRGTMYpSOcIKDnaNHHPJagazOJYPUJdggyXghrJobuZLLzxDD,geom,6168,24
PhosVXacLZKRufNrNORaWMYmOzNjkeFhViOLPwdRYViwxcaeuv,engl,7044,2
kWmgvUiBKBSNRdtRUpmndtbbAhuPcJWTMuYrLZdFSvJsIffyRP,stat,5782,9
KEXPRSaMJPiOpoWZtzRzsGIoxffIiHAAMQNXzmvuDENdzfxxiv,chem,1175,30
pDShxZrHGbJEDTIYgzrJFmFykqeSQabRItdWAIUBCShGEqgvgb,cs,6899,5
oaGNbIYlBgFWXMRbMJNwmnerClqBvLaRZjmtvvsfkKPFCxVtgz,geom,1227,18
TLPZrDvwwPFplFBkDyMrdUikZpVhNdcLFGLQXIOYrkgXKNYXdz,geom,4343,17
ZzxwPtQSvcNkIUIsvHuMOOaIlXwrkmTLKPzLhQRnmJpgpeHNZM,engl,1164,6
XPUrnsyDSASCpijpeSdFbuIBWFOBmemmghWTUEAVywlCqmcPgZ,chem,4503,5
aIaJWMSUwqsOOCUaGvToTSmPxvtoeSObWNjsjmfbejadzNbrKu,math,1966,27
uEVegYRtdylWccxqjuUuQgVUoRmxbbRvTOGRxMQHuapLPjpTPE,cs,5030,17
hxFoSPIQnfVRcjEynKRrmkMuNkYSwNuHUtgYnndnVxnAIuhHVM,cs,7845,22
pVEApWkZuavPcegGjgdXMoOhAbQvTyvllVtGNMYeZMkBfLrFaE,geom,3740,34
HrktWdwvaFzqOBKUzBWOZCixmulZvhbxVPfxJuoSwVagCMohWS,biol,1914,28
drMyyTETAfsiyXqxetjfbOPhyLeKKnYbRUixwhEklKPRqaYrDM,stat,1737,40
IcDXibhBgaBNMWzRmXEYgmrmjMqCuonoVGvdRtDBtgoxonBqOw,chem,6794,34
hTUhegYATEqVZnogkzTZCJHONmGrQWpyLFLONYEGUFPqvBxBoH,phys,5145,38
tKlSkRuLkXSZhCuChSfWdcSnbpLhFvHCqzNkAqTQGhJTVGCJlT,math,4650,45
PvlxEWiLfNWBJpjKgTDgNEesVhRriqlVODpyDRTTmaiGeJkQMk,engl,3662,12
gKpuMQEZywWXchksknUhoGtDrZzrjJupUMmXHMpeGoKaxHXwpO,engl,3804,4
yFlYwjIpkFJVJoGtlDtIYjnVwSbeNjYeDKOmLbsHnSOVhKTsgv,stat,7052,24
dBIbrFficJFPZSjKkVLhmqwnQCKTfAeLPZvnPhNYFyopDUxeph,math,4754,0
ySCzcAzDqTMyDogWfnWMZXnWltXYNqpTpaDysHoxMhDPdsYxKJ,chem,7444,43
wmAMkVcmlVTeNJlfdFAQLzoBmfoevPWZJaRUphAOrIGUtRmurc,engl,7624,27
FfXtoGdMXVYYOeTGCBrSgnDJEOuxbQmzytMfJYnNNDjDeRvAAx,stat,4360,0
AchOEkBxKqloNzfIeDxqVLSbKKXUILZAMZOZgrIVJILQnJHZFf,biol,4312,16
UsRrrnMYbWzcgLcskmEAhjxwRLlbkTidJewwBggYETnldhrwmi,phys,3291,47
PdDYnoVWdlNJMvBVfNJSGWVtlpINnbimjeUHfugkYAsCrrxajb,geom,4790,18
LXIfPKwfpypDbjGPbEuiwAMAsnxfvasyITLLzbsjRYAkbellRa,cs,6916,49
PKRZFLdbByhqyohygmMOwmaRkdOkSwspWyQwXzQGRYmzIOogCM,biol,6148,10
PpIXnvsJfOiQSpXSEDNuAWUIdZcrrxJwsgtMttgmIbqyNuImLh,phys,4146,11
VJyjoAixGuITmAQJkShmBbgvFIDysyGmkJikQuJFpeiwhRlLmR,cs,6876,48
lHFBogmPyMvFbdyebOVNNiiggpKmSLtMtqjoEMoctSzXWMtQqR,math,7941,26
ltVLWcYMbJgrNLZDxmdicTUihiOGFPYbnwnDxJMdbTNQjcbFEt,engl,7419,10
MvxtneOuKdocQVaCidyIuhQSFcEXHLcldDQTIlJqetCIgCEUaY,biol,3135,35
foIRsoUHOAhXNpDWEHZxCojIorHOnOtxjDPFudYTGQETigoXtT,cs,1203,14
DGEwYhSWplWcKGezfUyYosKfTrdIZdzetavMjzMIJFJRQHxPNy,chem,2650,43
jSKDAeWCVTacfkomBwXJzkhPkBWikoghBmjVRyAVDFafvsNQUA,stat,6731,46
XlXQEcTLBgybUxLYULXSmRFztKQCxjgcdPrjZgyWtnsnuPcGqk,biol,4421,34
pjdjAeTTzkcVpczsnlNjyRFlPTVxWcjSGdBmxxonuXGWhVtfdt,cs,5464,31
MIHGAKQXIIgMdqduWfvlwlaDrEBqmKWrSfomsBRLaUYEteGNWO,math,1842,2
CftBPqvPUBVuXviSkdnVBoQZwqpqDFkjXRlfDXOkHUnKUboxJb,chem,6298,33
RFwCEYwUKPhfXltOQyNSgtUVleueddqISqFsXDZdVWIOTcUETY,math,6086,34
LRXIQGaFJyQxeGixGXeygPjrjlrGdanROWbnKeEVuTzTvToMxL,stat,1671,15
OinOefdfdVgvOObyKenpKVPxDLAlfgIKHedGZyeZGGErVixydv,stat,2523,9
WWIdKTATSGJnLqaLPEyEWvMdarNZoybLUGEjLUCdnMbiymzmaK,cs,3659,35
uWpEtrqPmNESSLcGhExYAiAzENXlFojnvPNUzCICQedlUCyBRn,engl,2589,31
bJWXxTbSPqhGZcJshbpEkXEoCUraJvkqgbBWzQakwTNZsrHfGm,cs,6846,42
myjQaKRfjBIEXzwOrLKKjobsSJPGozjKgxVXxnOHJnVlgGfmOb,engl,2019,10
tbGQMjBITWefnuFKYXTHwpPHvrraKAxLDnfFkiMTJyNarmYxjc,stat,7460,44
RhfaJZENtBaYesujfPDIWyYMYNCvUZUZUbpbtisHReJquKoMbG,math,5572,9
KdsepxSylDlltmJxbCkjmYlUtOjsGlqltjczZBxLVeFNIfzUsH,engl,4369,42
XrgtDlSmblbSgYGTVkopizCYiiqcsjdmAqfvorTAwiCphbyukh,math,6561,16
PGZSXwOmovZvXiLJlQnBtqkvhpMatFspGjpvsSBOslKplnSmfR,chem,7012,26
McTtepXCWFGEXhvFsIQIwplBRZcoEWgAptXuQKGPELdZJdysQc,biol,7742,41
QerabQwodOhcAJWcPLdrKMghHuurFaCcnRNEPuSZVovMtmYbed,phys,4738,19
amlzkywQHAkOSVDzRQTCvDupXdhqpVfVQdjRDZcprIZGHVFXPM,cs,2900,42
mNdTpsQKHKolPfIcozNKiHtcKGHCCkRmFBkkvNUldmvijRNzXm,biol,7374,49
eOQzkCJjmQqXoypcbEjVMtWOCpLSswLqfogoCcjLfUUNauKhzs,phys,7826,50
vXThuqlBntpRcGJDsMoVUKZyXlaqvutRUpEfPcaOtMGZQIDqSw,math,1998,23
tnePNjwgSwqENmWyfEwkkDKSeCUJYduEwYDDbggqHHZhsuMnPc,chem,7468,20
UuXBDKUfHPkvqAMPLvbLVzdZMwhesgblxouCdfApBoRpPiiqfC,biol,4001,12
FuqkDpCnlrkbfmTTEqNkMMXXvsaoSjnKGgYgldOfJxWmPeZdbX,phys,5296,50
fdLZMKCfbLqzHFlODILUYVUENPRrXJPOspAzVzmqcrkevknuLC,math,6811,25
hYpWrcJhDetfMnxLUGXgNbLdxynkUkFwzDtZvigbRltzWszMdw,phys,5204,24
QrUBTbifpVtpEgIquoHXDavYbKsROpIGFEdNcqtBLypdOpDgZB,cs,3531,1
nUWWZSSRGnComNUlzXrbfZofCccMfdhcqxrAnLvkgDyfGRdIOt,phys,2633,48
MtSWKppLsxtnfJqnzpShPygXDLALUYrwJPPxLqkcOQkZRrBunI,cs,6475,13
NuEyWaGTJXyfPqyoUtnXvlstezDOQvYWwsiuQXgxKUDppuBozS,math,2879,25
NRxDOTXKpppsxZFpgIUUBPYfbdrxAFkBkEdiDWbGxavtNgHTQb,chem,1949,10
JbRetrZFTVsIZOSnCjUSnbSYhCQVMBzOKNytxYWWghHdTWaxgn,cs,5226,9
esxGEZcAWZhDdFgrNsiaDAiczFTvAHmWhwIjutKwORjMBZjcmw,engl,7740,11
euKhEKmfaqWtoQMPlNQPcKgiGasvUOBEFotVBkbfqdwnMoKvVM,stat,3105,14
eHkqtlNurjbqHEVXBmNnWaMwSIbIxHSpekWgvzYhcWmDLqfkew,math,6307,47
IBdpMAWXohbapQUtioyfhRVJsUOssuBvXiQRiZrifFtgzZWTYP,stat,2113,39
PgxiwZKScDqLTqcpsjhLXmypmouwEHhICQnOOXOYLqshQyWfVu,phys,2013,24
YMgrciUkIFXupMZUoLsDrEXnuSkEyhWBYAIWnNoYogxWEYktqn,geom,5309,11
xQnsFEvMVCyQJXwLrDggkDcAvSrbGWsouCwREjGzbUkZZLodcE,geom,3850,28
UUfOaaPBUXgTVIcRTSbaoIKiAwgMRMTDWRqRsgXWMzfZCtXXuM,math,6629,37
QhYBKRzhTOSVKOTqLvgzRhpRvCDaBVaMePjYDnaATsCNVrXepk,stat,5582,20
ibkZlpixPaLTRqtmUhMgGmmpaEUwwPxnqUWyZqCUrteSxDWHFF,cs,3745,50
vggrBPzvjSaAxvjKhrdfLawRxXaOyNQIUJoVfpuLJuSwgiiTZT,engl,4134,29
QMlXasvVNpcYDNcGhuYzpSsRVrZLeDeDgeKXvPvrSyeapDwltF,stat,4042,37
XGQetLxTKdcCdmrCQjMjVlNneowbpzuuYuGgItyFSuUDwJpQoE,chem,2216,3
GtvsdthcFUjbyPuJfcgaRVilUNwWUnvLJOnQqiVOjIQBEcPnGj,chem,5517,33
ORXmbQxTFuWKWioBsKPdGBhJxgrsLtKwCZDcjFMNfZaMhFHAer,stat,1019,15
zvbIVgUtTYiGMknawxGTBXfAlIRacqAlOAUNovgjHWXscmKNYo,geom,6139,18
KDVFczIeqjIMqsuZTccKKoPQdMzKrdldLXrZYLqdlLwAywZQmU,cs,5172,25
hmNwBuPzcdBFUsNbEyQLuRKqRLcIuExSXlNwefnmFJWUaSdUFw,engl,1786,20
IUVQWxqGbKsvDVZJjvBAanOuhkcwocCtpzvvZrYiESkgbTnIyk,biol,3481,13
HqjsLLJrEdrBENtMJsGVkRhLKkoTnCJRVzNXtmVrxwTwadOIoP,cs,5998,18
azbAUrQLNekrzXloxIadRHUFqAusxiZvNMwEiunWwLpuSkOFuw,chem,1222,25
ATOjJgAcsIDPeiwedrlRqlWxOZKvxIaTrNBmumHvlxmZOpwvJY,math,6807,42
NbnQKwnwHHvADeozavxzdRrzgDYDmIirOmQRTkiecNeqvJCQBg,geom,1533,27
oztiFVqJpKNbuTiPxjGgcWRhvZxOkOdpyWlyVJrnVMFpowarxP,cs,3695,11
rfClzVtWjTZsvYfQGdEzVZkOXaImmmrWUnpBQqjqbERtkWAQVi,engl,7035,15
gMKVRgpObnwQkkIbMmbbJxlaVZrQFSiSomuefliFAoUUhyTVSD,math,2681,40
faNfkrlsCMXksdUjEEdyczevymaMoloboIFWoxfBLjmufLsrtv,phys,2001,41
mLDANdUaWjayAtWCUSDkmoBovTiEwotgQPLEmapjhOuoCegtRw,phys,1514,14
pCjIREYruEwTICPbBvfPgAsxwsEGuTAlzsMCbXeKxVuZViKfRv,phys,4066,36
oXENsmhhrrFwdWrunxspxVRkExhUwPatvGLcyOoNkWWHjLAqYI,engl,5292,48
XzMmzFZOlHkWPddMRyWZBytRJbUMlfVswkmIhTFljSyDpGIpro,cs,6736,32
vlqxvDuWcAxrlcaNVdAZFaTUoobZqCFGDbZfMdfICLtzrmKWdv,math,5818,50
ZJXKqeuxYovppiinyjoRtQzCIUlHdCgQgjOzkyRilDMgNrTsTY,geom,4719,8
iTpjukOmOkPezdseLYEREzXdoZAMoxndFHrLPZrOXXoTwrXfTT,geom,3724,48
mcAJsLwTZOFOqPTXbEewjvBIkcSTwQxCUlorPflgxkbRcSgbPt,stat,7145,39
mksJOoeQiBSaziAgiiKcqAjUNNXruuCFVSpqqVuSsBDFIQwdVN,chem,6555,44
PqDiIdIaaJySPSzHrtbXNjxUNCjLtzTNuWIERkXyncLkWLbEPb,geom,6774,19
zwfzXdHjJihIqqpGzkASKOpTfbHFCDApYBteZzmQlLfJybnePj,geom,5289,34
SiWrtERYxESxSRulVbmshLwPPMJthBKtLEAjyjPHYNyKygxWTD,math,3108,2
kpfKJsTUqXHbVeKkAarCHtLOWNstygxZDVFKNbfudYjjhsQAYk,biol,4337,9
WIFqmwTWxXcMwcowgDRMScekGObJwRhqbYkpgWqZisxVSWFuFL,cs,3802,34
cqqfNORTNvfslKxKSEIJBNEsNIiJgYCOvmLRyPgyrzchWCGEWs,cs,2554,13
alMKljqlkYKfsgblSOuhuJLMZWLACTrUTtpvBgwsnsVbhKVVqY,biol,1237,41
wqYHHRCHfHokFFwXwCQwWkdjMlTutrKZnQHjfjKtDMIPQTiLZQ,biol,7767,2
gbgOVuBNVfcyVfIYqEuolpMARpOHfNmzEwIkKAHEJNaUJdLCPt,biol,4773,3
xKvieZYaiUwXmhdSHkqahHOEOeBMYbhhQOVTvmSwMWDMKDrtqq,math,7524,49
GKoHRqxUTyoaVfuGGHLcRZjKzQeISZpybPBASmRxqPkYMIfofE,stat,4555,25
vXUaHtZhnPCHyllpepoOQqzgCZHTCqNrRrYkaFSxTxcqUKUrlE,phys,5943,46
lqicaZmRPgOHtdfBqCWHvGLfjvjfGMSHghPvaDNCfKIRBzZXCw,phys,4151,1
VbULXkoRnjeYFjWbJPzsUFtyUzQSytNPlGUApNxkPcdxgmgnut,engl,4276,20
wxCwZiTBYpBknQseponweliyCBDuYfFfoznpsVyIyeEQmvLenT,engl,6083,25
pFcxfsHsTVDqZxjXgiHNcrpELCwvaoTAhfDkFafPDeRUXWPRKe,geom,2582,33
JlVxLMSfWXcdcrrItElWSXKUMasAlXezrNINVeJMNgiVwmFcuU,engl,5845,35
ooLnXhEiMKyXccbLYBXctbUZzGyPoHbRkwkGrtHOdbvbHSlkCB,chem,3185,21
OUEffAzRMiSFRbIwagZhsEplFRaYKRBiFFUBQdlGmVLCNYreaO,geom,2093,3
HkHirvhyrvDJJFsQuZBcsLQpgANpjwXyFeMsiQOdoGLlYkrBlz,chem,5960,36
jZKnuZxrnNyBmkWFNBKLUMKVHtslYPWMeVTuIYqpVcsYUldGrI,phys,2253,16
KoMRxpoaTrLukJnFuNhCqIqVAopqKTguWuvIeDxODHcURFhgWJ,stat,6727,50
yClKFAlvzRSDtgckHULZGFjRTMPhJWtMpUttFcHvjlOEMgfGUn,phys,5586,8
NjZybyhPZEhFtzTTijClcMZTyXoCOWlAEugevzFYTlNBmurOUx,cs,1992,4
yFPsoTjxNJICptNfCdDhCIrMDJhmGvkouzqUydORYmOCxEOVFc,phys,2735,10
qRgbDFvMXfOaduUDsCJLgEnkSWWGOcQrxhOQsFNfzWaEHNkYXM,geom,1719,5
ldXwXKzFRoMXSKsAyBkYYSTmsOcrMUuNzWHJCEwEqiuTTSXxwq,biol,7166,16
BHCACTyLBpuukDIpPUXXWLJaOZjtqzCWIYuPCHiOyvzVvLejdC,stat,6540,43
FEdsqNktmjxCQgDVVOEDyToaEjXYJvTwtBszTucBhJIMEFUlBF,engl,6105,22
jPQoTbrrfdDCQzJdGPzlDlxsdEKDlblGFtRXSstDubZUNBoFKs,engl,1744,36
gLwkpQNIhCwmPAOQFbLFASqiujKijtQblAYDoyYwINNSRKKJID,chem,2058,30
DXkwbyYmSEqAUgUlOiqgPuKVtHOhueOWrDowkmfbNgsaIkHoYF,engl,6534,13
ewIGnluwzoVZWFQYWGWvPYWKvZQPrPflMtZUxTWNEePxxxElJY,chem,5752,15
ksoiKkvJymAFIRTiSJhiVlbRJXuKZnRLGfVZCWfXedbRfjtmXt,engl,1139,22
JPGlxjrqCfjTSjRkOhUrbWiiXMAKudnmlFulxAMfdQpmrgvxya,phys,7517,19
kbIOCNPVnjdwVGvlOtwoIivSCIAQzQuHdnXOXaaLWjwMYGlGTr,biol,1752,31
ymfrQdRSeezCMaGQAgXzIkpbfsMKgCXvITcsTngCAxqJWWzoQp,cs,4964,31
iGycNieJzgsCKyUZfTwcrlygzmLtUnkjwBwVIenEjEYcoPhdEa,geom,7864,32
KvPAmppcEDnTtxaNLziZbsROcZtjzzWIIxZBOvURdivmalmfWf,chem,3879,17
YeyCtPNzIHDUHdJEoIgyjwMresDgFlSyeotijNGYNcLsFrOGWi,chem,4952,20
DjFwdFIvspXDxNfUdvCpwGKqQjTAeXffKheijcoezfHQIYbgZV,engl,3154,36
teKFJnNNFunGYdccZerWCdSfrjASWwfpIETzECTIgOpODYaBzs,biol,4036,41
ciEBcitOgdQeLMhcflXFTTughTizPeOsaNJVfvxQmkUgsqNatN,geom,7477,20
uLiVKSusCVtauscIjBFETaGkmEkvzrfsqYylWrmGUeZelgffVk,biol,6641,17
UhQSbyTegNheyTwVcWvpSUGslQuLtyoOEOwGLAmoLuvQFigRlu,chem,6240,46
bziOispznTBtTpYloRwVCALSikDrAzqbYqvhOvOgWurFfYpHuf,cs,3889,35
SBWvEYtXNJtXelEpKphNBmlRWkQMaICPeRPoYMZCGSUmDPjBrA,chem,3162,35
UXhLKVqGXswymefLAaUrQJdfqXzVOcUXTPGZWzBteWfgeagygG,geom,4516,7
OzcfgvApkICEywzQxWbGdtBVsNWWqwDBTOXndolVuqTMktAcAU,math,2022,15
gtZdvAYLThKaBQAJEKjKButVtqPLwOqmhYedqSCNxbsHmlTFQg,math,4911,47
nokWXrIfYmphaKSyNfJiXbLYqMbvKTigJdupMYohMlCtOEfweH,cs,6171,39
mELqbEPNCZjbodmoPPOCIXuNTfjYuvbrkRFMUfunxedIfqzjxe,cs,1856,34
kSIvJeETpJbZAvHdmceuXjcldEdhVbnvjdRAwYVyKcpYdXgbDy,stat,1983,2
nlpUzFXhSJGltIdZBzwAEGhepRuLksmZEQhQILYiFydZxOQDQh,geom,3487,9
KXwrnEZMYSVKqIiwndrhuwrFTMEyTFGYWBKFDlNRjYJSjxdTNS,math,1471,8
MzVemZFqKIPPDPUzGNGqpfVwRNurlFtJGmjpfpeJIuBAcnCelr,chem,6302,15
hXkhTzjxWZPbGKtmImnMETFnScWjEscbcrHpaWYUNPPtSQrGKB,biol,4373,48
ytRNeTilKoZZhQJIkYVbIznMkhAtemNosxZKQCqQvMmHrlJhNq,cs,4983,19
tFQmkrsrLsWGiFrnQjMLiRsdGvEldNjDoztrRKQENKGNgddGnl,cs,2021,24
liTbqUSTwxMkoCWxDmFszmxKDxxSNOgoHzOBDmYEDmYCWtzvkn,stat,4216,22
MsIcHTbOAQSrSjutEYNhrrojLGXffYOiycuDxDQmXbHIxndsSL,biol,6702,24
ZYPhTUcCQelltkhlgSkxpNqtMdHJAzZIfTcgDatMbSwaFVNEkp,cs,5178,43
BgpSSpAHYaqGzBpgSwrvQBiJGeeXGXMtGtOBUcBYXYcYtOYdwU,biol,6069,41
WqMCbTHQyvgKpXyvWNxisKIjaviBTPAMHZShHUJRSAhKjkNOVQ,stat,7413,45
NTyWljaIfnpZnlfWHofBfupJWtVhLzOMKhjeAXevCayhtQhybJ,stat,7464,7
fFeaVGjmAXcWJcZsgUUCfBUrikDpuSWJiRHywQNCKQBnFmtAKl,biol,6074,17
MGwbZOKtNpGYwinHnoatGyylwjGOQgCbqSVzCvdvyuAopoIEZd,chem,5798,10
MkFbWlkEaTIovabODScRbeKWifNDCvvDlDKlXaqTZelODosSgn,phys,7212,49
OPZxtgraAudEdChvegaQLvfljCSLGaLAtCZYVfcxscWAgSItcM,chem,5227,46
dXNMzRixUHUFPqnuVsgfSTajoKwOYGwnBNhsQMomAPQzwAdXYh,math,5957,40
bLVrcQofrFrMRVrTOFrFHJlXaijLIMafAoNTcXiMzJbYkZhspu,engl,2633,37
ngqLSyvLAYPNtoSkRlCToEMEtkOklZpsYiHtwvEGIiwkuIWSLU,geom,3889,29
LJGVyyMcxKlpahIQwaivyNYtWSkKLExrchVCodTcaxQRTHnbvr,cs,2704,35
xVfMACejgLTGyChXYQgnUyFsMnzNLqwsZLYoLgnMthnPDgqjma,engl,2690,7
PqKAafKYxJkwHcRYQMMEmijCzGAnOTUAurvtGkwnEabWZWYaXK,math,7879,29
kZQfJejvTWYtvvDLdooMZIjjcUsAkMCGQrBwIIHffHtOEWPzBf,geom,6939,30
kLFKQfzZmQIxRZjkCZKFsSYDMntHJhnPeGkZitlqutxpqXxzwv,phys,7321,13
YZVsJylrClOrdGufAnlYCjReNfQJmZIdvtBGpBDKjwSLnDVpsT,biol,3642,30
DNxzWwHxeorFogzkDTWNbHQkaARqyjlipfKoYOHynbDofSpRUZ,cs,1795,27
dyfbdbkQDGCrvSkUrNAsRgnrbdVmrTsVCkJJZgkTWLHVHZmZTC,biol,5601,42
ByhBVCNkdRHmjJnbyxGnqDESszcwIdxFYvosCvESOUAIhcbhLm,chem,6753,36
ibNMhVeUoGrtioXVSpIWBYOkLJcRLAchVzMSPGcKGnlBzIhGXu,cs,1873,29
bxKCIBkugArWJKIZEwFyhCNobdrcHgnWzNGIzSipqNWYLTYhpx,phys,2925,19
dmIyPQTnHndzwFtUfHCqzUUWFtqnMlMPKmNKtLGMvFSFiMTkuR,cs,1947,23
frSGGwuxZXVriCqAfsYqrfnPfmIKJCDKtvtxcdnywVTRpzexff,cs,3427,19
FNLrzVBIzVzjwNUmNaPEEzzagbfKGZwupJPGFabZvsRyAVVoQz,math,3614,37
dRmMXgLOywBzkQyASMrJIXgchyLSJwohkMVGsXTGKSGCjwfnqJ,cs,2132,42
DdmoskZPsIIzFLzGDgiyIBnSsKSeAmCwlDZdXkaPHafHTkRUAr,stat,4242,28
nBNaHKAnCurNtkUKjBCIoVTPVaTAXbVTXzjETzDRqPJCRehxFX,biol,4225,25
InNtDMRUakondDMhLITLjxDCoHrcnyXUtoliNcRoNrDkWSvSJM,engl,2350,1
pjjUPjMwzdSWkcEPfCepnFStbZKOvdrrGZIsWjxtOGfoFLRzSP,chem,7542,33
hCRItwiISUAQgJutIqpbjFhhcESjKTxQghZsdKyNxUVpvaVtPm,stat,3644,19
msTZLPbJmRXZsvRPaFVjMkfCEEWdGynPIyDtWCWXcJaXELnZgY,chem,2719,47
ZikPALOJRmeRSzOJduwbssNfhhjYuBtpAWZALyUSLKUvxgcDCA,phys,3799,26
sfuCHnUbYOvvYIskHAzHVDBOkareVTcVherHeIIwmDrLWHMQNT,stat,2052,50
FvGnGpEWBkcwklMSolmSLIBmetRlDVgbnXFKZzGNVvkVTGFpnP,stat,1321,50
AoklhqZcULKHrAxsGWkcAplFeBeplgxWECBzLbvnEokbgZwDWW,cs,4845,41
fNfUwxZcvCNjeKHfRWVLpaiwDcDVEBRGPEcOahMnvXINpozZne,cs,4353,12
wRvjNddnKPQcxjZcFgLFRfdStUZwkksGdhwUbPQSGkufjmugva,chem,5417,22
oaGVyAFIfJvWepqPbKcLnQGRwXWEPfegSGLmskiFTwfLNQeREQ,phys,2582,5
ccdJcpLWLAwJdSXtjiPxwHMUjobNhxPdLqqtDNetmfRiiATuSc,math,5948,44
irKkNirJzcOiAdZgtcAcjsIDwgxhCWomqYLoLvifCnUZfJISdr,biol,6190,18
TbghKdAlGRZLCbJajLTdLsfUgsgerVMubSXALTLLKxjwgsdUpG,geom,2798,18
gkRKEjbMbJEBvIGuDOiWSiEFTPCuhXonjwWURcbyizXqsPSdHz,biol,6278,49
LCWQzBdnRIFrtkrnkUwWheIMeubcPCwzfQsSONvToCimUDlEHl,math,3653,0
ILxPhBaDIiqvqWvYjFhKZHOTyQIFyVtTIIJlBiYUDcPfrodnNE,engl,7504,36
hDOxtUPdNpiBcJHDMclumAqmMJrwGmSlNNuGTAVKSHCfwirdVT,phys,1514,38
yXtJFHOXxwmgfMonEsmPKksKiJRBSjDUyMLDxlGLyrLGkhqbfC,geom,7781,13
lGseJcRZtEZubrGqJCEwWrRvvSedTnwkSLFmhxXiDnhiyZUflw,stat,6603,16
PUNspofgYBYhNbeYQdQhdDmVLFYujgibRSsykTQktCvhHModOd,geom,4620,28
QOloeMztWdBDvmmHROkPBImnKCHMRrNivxyMbJzFzdhinQBKas,stat,2331,5
RZoFKzGTMERTCSucSfDQPJxLbPLZvpvGPsFfpyXvBMXnrruyrk,math,7821,22
abTqHCtmYWMaUWWViAYqyHQQAzQmLgYjKlYNbgthmSKVHmWjhN,biol,5285,8
BtWzXLfqnUZddyVLniascOLESAWTaevtXpDIPESWHYmTAxRdQM,phys,4042,25
jeQhAvIlyqGOBjNoIrPZdOrRXjWBufzKbXSjdTuMFHJTIUDbvB,engl,4614,41
KhowllREiPRMVnRTpHzylBqFBRBYkVUNFUzVaSwuktxhxAwwnS,engl,4956,28
ZhWaFcEJoNchaMQJNxHiOiIDXtKKkBaMUKdfVZuStbJhyvmRQs,phys,5690,17
XccTNePIIWlYpGBgPoPRegFPwaaEVQfaldObPcmaAroskShzRZ,phys,3451,47
yarqQkizYbGEBpCFxRqzOlKsvAwsCXHsapCtUYTcOlwPsIOltg,biol,1123,17
QZWgcFoyHkBzCJrQerPikMgKcNBCKlwPqhuFaeAVjqJbwFEQxT,stat,6508,28
OEkxVEIIfmzMsKiKHLOUxtizvXfLECucSrejaRCcwIwsOvuFOA,phys,6424,17
kTyThfelzJQmSqXkzdWrcKypngnxYBhTMhlvnNPxGQokuSiJTZ,phys,7087,25
PuPEwZfslATskGCqDGqkRfLTOiAotLVmEQuQbYhyLKneEwbHlR,phys,4628,35
NdKewbXrYYMhaxchDVWWAkoMYLJSyorKWKLpcxCBeBtpbqUMle,biol,2534,14
ofDtksQyyrvQmCKmawhSIBVZNYtFWDiHgjYvbsvMFZOaaOMWtT,engl,5034,24
RkRSFCStEoTkedAYoIuPEphEMUkivyUsGnoWYNSwfMdAxLEDEb,phys,7959,39
VcsPfugsthcPeCWJukyXeSxEsRLWnwRkSpEygmYtNMWOECuwmt,phys,5095,41
zCsNrkqXgfgvnLQMugHKjOpMwegHgJmXJxYAylCUpwBZmdnJmz,chem,7899,34
CiVLClaJmHiEsqJoxxTbzASukmWDbOKqjKNYsHJHHIjaPMSBLs,stat,7149,39
cXwZFHLxRfAmrECCzvtcyiKIvJornFiJydJWfWJwfcwexdRnvq,cs,2946,11
mpljTAjSDHxIjykfeGjfNZjCeVQmAVobpnHeImqYQmttjQrCGa,stat,4174,43
IXJfwBWUoNBGcdbubgRjIuYoxBFygNPuGJuZVbvGCWJPoyQOaZ,math,6569,2
NkjylHQKPzJeunysHwgLOaJKQYTDQrJCMBXUJjfhFnmmntRDxf,math,1760,49
gClgodsPPvqgtntssUWnRQXvqSRAEbfZkZLKoIOzNiFOtnEdTO,geom,5166,5
YOUpIJCvmaOqsDBvIlmCaRMCIXviHBBrGoYkdMttcoRICIOXsu,biol,5109,5
zWNufXKQAvECdzPkImyywhqITsbRBYSNFgJUUCNQKbqwdmEXKf,cs,1060,17
jSQmjOGJEBJsFYoGvxKrUQvylQcVAPYeEpFjMtdtxJwFGRYRtr,chem,1823,3
yFVEBprgzoeOLsPxtTduRyzXYnXUKCaTwfLhqWWENTDHxlHTkp,stat,1206,42
YpspOQCjnowoZWFXbfMlYrbLRYiPIZcAmQZYYRUqmYBsWWyEKQ,stat,7424,43
jqGxVYZKKOwNWJFprPLIqHGSyxSNnTZMtnAzUNmIpPMYZVWfyy,biol,6987,12
ekcDJIhLQjWmJPNPztmmHRVuyfmKLFJEtxxKgSEYnStBGWBZeW,biol,5481,23
yDcbnIxoYVrCmszHZWOmMcLFugBsdgyqVWaQasquyRJBJtsaEB,geom,2784,24
iyJZjrynuJLMlyWriIKPXbnzvSoTuvytAuNChtDgOwdVHynWVy,stat,4650,41
iMCXEPKzUagaDqKYRdEBIPqDVSQAMOxPtjhelMoZhFexGreNIv,geom,6056,20
