ID1,ID2,writing_year
864,577,2020
126,611,1960
2,841,1981
912,1062,2013
259,1406,2005
309,769,1971
345,951,1981
735,1106,1972
360,1717,1951
91,775,2015
979,1237,1991
207,1889,1988
133,1711,2007
699,136,1997
993,354,1972
833,890,1962
132,25,1991
553,1479,2009
959,706,2003
195,1542,2010
241,197,1963
160,1026,1967
939,239,2004
844,1399,2015
271,1537,2009
75,430,1979
930,944,1965
463,1707,1962
871,1532,1992
745,373,1960
387,665,1982
180,1355,1959
944,61,1993
159,249,1998
312,1016,1982
864,1758,1950
592,1299,1995
487,1771,1979
253,1604,1982
671,1363,1978
337,26,1962
96,903,1990
316,906,1982
67,1599,2011
592,23,1994
43,976,2015
101,917,2012
684,780,1963
131,42,1974
399,1025,2010
213,606,2017
819,187,1966
294,1497,2007
63,1601,1955
295,675,1973
463,1720,1994
57,1032,1993
67,1491,1951
767,899,2018
452,1790,1989
932,212,1955
864,1771,1959
196,1312,2007
452,743,1965
706,1828,1983
28,681,1963
405,439,1970
685,722,1965
537,558,2012
282,1500,1990
359,1720,1994
512,1962,1990
266,509,2003
591,40,2005
775,615,2002
928,1382,1951
936,1243,1985
659,440,1997
246,1025,1963
467,1667,1978
412,1731,1987
828,1151,1979
143,294,2003
807,45,2000
870,1791,1982
887,1206,2004
271,974,1950
887,977,1978
405,1728,1968
262,1679,1980
74,1857,2002
927,1544,1991
640,53,2019
724,1444,2009
786,107,1970
440,1685,1981
402,1164,2014
508,1560,2012
969,723,1968
873,786,1998
854,507,2001
919,902,1953
17,276,2018
456,875,1985
542,915,1979
583,687,2008
232,1921,1959
779,333,1956
478,1159,1952
803,690,2015
244,1221,1985
334,1151,1957
485,1549,1981
757,1742,1974
746,1095,1996
768,854,1975
364,764,1979
580,1328,1984
876,158,1997
48,1696,1964
253,933,2005
555,746,1979
209,109,1997
314,354,1996
496,1334,1971
188,1218,2011
420,521,1961
623,1109,2017
359,1036,1956
383,1393,1975
961,1141,2018
510,451,1974
670,403,1995
928,698,1955
351,1855,1965
36,531,2006
55,544,2014
513,1624,1977
518,1739,1985
387,236,1958
87,469,1974
376,343,2019
806,1388,2018
849,1987,2018
106,482,1973
116,941,2008
928,819,2018
162,1057,1955
712,1460,1960
328,1992,1953
507,8,1964
894,454,1997
175,1521,2004
185,1943,1975
163,235,1997
119,1589,2009
210,1478,2009
154,1812,1961
438,1342,1988
856,1101,1993
276,526,1968
419,1063,2007
29,1817,1973
46,1232,1971
867,701,1986
251,469,1959
190,193,1966
331,1889,1955
891,11,1981
364,1248,2018
348,486,1960
373,1482,1956
55,678,1952
290,1713,1980
904,1643,2011
539,993,2008
305,826,1991
79,483,1988
786,833,1957
175,945,1964
247,67,1951
223,1659,1994
266,80,2007
85,1954,1972
49,82,1988
47,1433,2013
105,886,1951
953,192,1952
628,432,1971
72,214,1987
490,727,1980
753,1595,1963
221,2000,1951
226,129,1986
42,308,1972
164,1200,1979
716,1713,1986
375,1420,1951
165,378,1995
411,848,1978
655,1474,2018
290,787,1978
758,892,2019
66,1833,1960
615,843,1998
391,1364,1986
632,258,1974
308,1595,2005
86,499,1986
330,1125,1957
743,1294,2008
8,845,1976
440,1256,2008
529,22,2016
940,1808,1989
890,1,2009
293,1731,1969
864,537,2014
146,257,1975
538,1010,2013
161,1023,1963
586,1724,1994
221,1074,1984
54,668,1967
441,1077,1965
67,378,1979
763,310,1952
746,666,1953
534,487,1988
732,502,1967
568,1828,1997
745,441,2001
483,1195,2011
283,1844,1996
450,789,1981
644,1786,1955
466,733,1951
896,1778,1992
111,505,1970
28,507,1999
57,1208,1997
833,1429,1962
76,1221,1975
580,1249,1963
856,1827,1985
223,1914,1953
130,1723,1968
615,977,2008
477,747,1962
814,140,1972
729,1722,2010
724,1378,1967
624,1440,2010
1,1986,2000
4,271,1997
442,1665,1984
392,1090,1999
662,914,1981
767,967,1992
995,565,2013
470,1912,2007
704,1850,2002
8,1329,1997
204,975,1964
87,161,1996
964,434,2001
542,741,1955
891,858,1978
674,631,2016
954,914,1982
494,929,2018
941,1389,1970
361,814,2005
180,510,1957
139,472,1964
885,262,1969
974,519,2012
533,1271,1985
557,1628,1966
600,49,2009
385,878,2013
634,1848,1987
999,283,1969
302,355,1994
331,1810,1960
344,1520,2002
516,580,1972
875,1156,1974
164,1818,1966
119,355,1958
64,419,1966
931,270,2015
475,1976,1974
418,688,1975
595,55,1976
801,160,2015
627,1027,1977
486,822,1955
107,237,2002
339,1297,1969
435,1759,1979
433,932,1968
452,945,2004
395,411,1951
245,1110,1969
389,108,1950
828,1461,1973
659,1918,2011
327,1179,2002
771,173,1994
588,1220,1972
617,1921,2009
560,1387,2003
8,416,2017
863,1159,2010
560,1158,2019
97,1885,1961
902,858,2010
668,691,1959
303,1990,1988
851,1041,1973
510,748,1960
446,763,1956
88,1055,2006
848,514,1982
347,232,2009
517,643,1954
42,121,1971
558,940,1995
962,764,2014
296,940,2013
671,63,1975
282,1005,1999
502,1008,2007
254,943,1994
550,1759,2002
469,831,1996
675,936,1989
102,1074,1972
742,882,2019
915,810,2017
638,7,1979
894,1919,1968
545,1765,1951
502,900,1991
106,900,1959
911,1859,1976
116,1359,1964
295,1590,1961
305,63,2011
121,1703,2016
765,721,2001
787,480,2017
687,1067,1969
126,734,1958
324,1015,2020
14,35,1971
932,80,2016
813,654,2007
919,1575,1956
229,1357,1963
384,248,1956
241,199,1979
416,954,2017
39,213,1972
99,1018,1972
770,957,2007
88,600,2013
348,1722,1986
702,1991,1964
821,1942,1955
146,312,1991
497,1064,2014
800,836,1976
152,1029,1992
797,13,2001
136,267,1967
141,382,1955
3,677,1975
734,1650,1972
374,849,1968
389,1881,1960
248,215,1974
382,444,1967
275,318,1982
853,29,2001
171,1429,1983
642,1014,1999
778,1841,2016
575,1778,1987
210,862,2009
512,675,1976
386,270,2012
504,262,1965
108,33,2013
15,1037,1959
574,735,1973
741,1666,1954
331,1502,2001
415,1910,1989
251,1021,2007
939,604,1972
925,440,1998
913,1140,1959
572,1076,1954
880,963,1994
307,98,1978
685,724,2019
733,1667,1996
358,329,1976
124,162,2009
330,496,1954
340,1443,1961
529,1379,2014
216,919,1953
57,337,1997
921,442,1963
740,1562,1964
669,864,1957
879,445,2017
557,394,1994
37,624,1979
152,345,1996
360,1048,1988
922,34,2009
225,860,1953
607,925,2008
206,581,1963
674,686,1986
753,979,1978
837,1616,1957
987,917,2007
102,1921,1960
492,386,1952
884,910,1974
731,439,1991
256,1341,1986
180,565,1986
252,1865,1952
696,1384,1959
747,1844,2002
129,748,2000
425,1564,1989
103,1513,1956
559,332,2011
500,920,2005
211,817,2013
627,732,1965
384,745,1972
96,1739,1965
925,803,2013
820,1275,2017
463,220,2006
325,286,2009
504,517,2007
120,1803,1967
244,1115,2019
376,1500,1969
140,469,2011
603,230,2008
35,941,2016
100,1336,2013
102,1934,2003
661,1403,2006
485,1672,1985
955,1621,2013
586,1229,1977
987,112,1953
926,102,2001
360,1411,1970
790,241,1996
597,866,1999
149,410,1964
524,1519,1952
221,1518,1978
71,527,2016
898,1208,2015
5,136,2017
932,1987,1987
514,50,1966
674,2,1963
235,369,1985
183,179,1997
703,474,2015
61,1236,1960
902,1852,2006
888,1688,2006
98,1532,1982
915,1562,1986
414,48,1958
111,10,1964
746,292,1951
931,1506,1958
580,754,1981
771,1288,2020
308,66,1986
447,1164,1957
180,1049,1986
557,770,2011
971,1578,2011
468,1223,1973
965,1275,1950
698,1914,1959
722,56,2005
45,1534,1952
368,467,1978
487,418,2012
573,1653,2017
894,1974,1954
552,547,1952
194,839,1980
983,999,1990
205,705,2001
387,1648,1964
843,467,1963
581,467,1965
533,1473,1990
395,1997,1977
452,316,1963
51,1204,2006
868,1463,2009
729,1119,1997
188,1704,1969
747,1402,2001
859,411,2020
145,839,2009
205,1873,1977
275,131,1950
48,906,1968
354,424,1989
863,301,1998
780,303,1985
402,845,1961
195,552,1982
329,1535,2010
642,1766,1950
134,1296,1976
139,1145,1968
206,152,1975
512,1656,2000
918,883,1954
293,565,1988
266,1600,1992
155,1769,2005
766,1428,1975
984,833,2004
228,32,1968
243,1323,2007
248,1438,1966
893,422,2016
838,486,1982
972,486,1960
491,1839,1951
737,848,1956
592,430,1988
180,1425,1957
832,1085,1994
86,743,1972
731,481,2007
435,1385,1998
420,1262,2003
537,615,2000
554,30,1963
628,1965,1975
953,1496,2016
41,219,1975
837,1550,2019
44,224,1995
288,850,1995
551,1718,2001
384,558,2003
45,1092,2011
857,741,1989
34,445,1956
1,2,1990
99,1328,1961
768,669,1983
112,1267,2004
984,1196,2019
922,318,2016
380,35,2019
299,864,1994
949,680,1992
52,169,1976
247,1613,2001
985,1542,2014
99,1449,1962
288,153,1968
936,374,2009
860,1547,1959
459,1203,1980
889,33,1997
218,1814,1968
591,339,1959
680,1616,1995
714,675,1976
759,1909,1955
377,1578,1966
544,523,1971
215,1516,1993
851,680,1972
715,1802,1951
159,1621,1998
804,339,1990
539,1613,1960
878,1042,1990
358,518,1972
224,289,1952
60,824,1985
423,1401,2017
500,1096,1986
698,1377,1955
703,1684,1958
751,449,1992
462,346,1998
127,1524,2016
842,981,1989
295,1108,1974
373,1176,1981
660,1206,1960
672,277,1965
758,1512,1958
589,279,1967
826,1912,1967
623,1058,1996
222,714,1986
110,1476,2013
595,996,2006
531,1506,1989
681,1679,2011
788,344,2013
562,1,1990
889,167,1958
285,1184,1951
431,1238,1970
833,989,2013
623,1179,2006
691,1579,1953
622,1745,1971
589,1568,2009
78,598,2018
993,1392,2003
804,473,2017
391,1058,2014
523,948,1963
774,530,1953
531,809,2000
457,594,1981
154,593,1997
364,137,1978
702,1859,2003
659,994,1954
683,1351,1990
512,1469,2010
854,1169,1990
95,363,1991
687,9,1989
313,1754,2012
76,1841,1974
895,712,1978
315,137,2001
623,253,1965
473,1477,1957
798,1045,1999
96,1002,1996
347,355,1962
189,1718,2020
438,473,2006
393,1225,1984
885,1687,1972
508,717,1964
685,350,1987
505,648,2014
106,902,2013
990,168,1990
140,1718,1977
305,65,1960
594,1888,2007
263,68,2004
210,730,1991
695,1711,1950
237,604,1987
13,1125,1980
89,440,1969
720,1475,1975
54,1651,1970
169,1372,1966
158,1708,1989
115,843,1960
364,1318,1993
157,1254,1965
90,32,1986
14,1434,1961
291,22,1963
35,96,1954
100,720,2000
912,369,1969
122,213,1952
499,725,1979
855,1821,1987
516,140,1986
416,956,1975
803,1365,2006
981,1637,2007
398,1316,1993
176,486,1983
530,1472,2006
126,628,1990
258,784,1982
177,1613,2001
261,264,1959
679,777,1965
963,307,1990
937,1301,2008
911,117,2004
999,1950,1996
333,140,1977
979,1712,1964
297,1126,2000
115,1903,1986
784,1244,1967
20,94,2000
844,1295,2006
362,1780,1955
637,1719,1996
279,25,1958
351,1362,1991
310,1324,1976
473,564,2007
715,326,1996
147,1037,1972
539,366,2001
625,1601,1959
668,251,2011
948,305,1971
12,620,2007
824,498,2003
471,1134,1986
822,1886,1956
662,1668,1974
282,215,2019
371,1721,1970
228,1147,1990
49,1670,1993
56,626,2009
562,269,1956
45,1965,1974
659,1599,1980
363,554,1962
456,516,2007
858,496,2014
856,1655,1971
204,1729,1965
674,446,2020
15,221,2009
383,1142,1957
992,203,1998
682,1438,2000
538,1201,1982
710,490,1987
453,568,1959
854,1437,1966
592,1666,2005
626,267,1966
579,155,1983
233,1504,1985
324,1622,2020
924,863,1952
874,1271,1996
165,811,1985
630,93,1956
5,1761,1988
178,1918,1969
11,1512,1997
859,855,2003
239,1110,1986
953,1685,1999
612,1392,1972
111,1864,2006
419,1980,1956
744,1282,1966
71,516,1956
912,1095,1950
93,1995,1997
874,345,1986
915,383,1974
650,866,1966
990,1954,1955
200,1569,1980
19,999,1950
500,1043,2012
295,345,1958
431,1172,1994
172,948,1951
514,160,2016
242,1687,1989
178,1931,2005
816,1693,2013
76,1883,1997
267,1222,1953
675,522,1997
325,638,2006
632,1054,1959
575,520,1979
255,1104,1989
831,217,1968
705,1798,1977
782,998,1975
937,643,1952
897,1739,1989
314,1647,1980
207,538,1970
501,756,1958
551,1102,1989
931,340,1999
542,1282,1983
29,1700,2013
729,1108,2004
161,1819,1981
481,1006,2002
197,1247,2003
4,1872,1954
257,1298,1964
203,769,1982
781,517,1999
41,1939,2002
796,1054,2013
792,1578,1962
867,934,1984
920,1992,2012
557,1940,1981
815,249,1950
770,772,2002
252,1075,1988
105,1816,1985
67,1295,1983
732,1419,2011
914,1167,2000
335,1194,2008
343,1580,2002
935,1226,1970
164,1083,2009
955,121,1986
647,5,2020
468,528,1972
74,143,2016
327,323,2000
323,1076,2003
476,123,1973
421,187,1953
662,313,1950
505,595,1968
166,1129,1997
808,367,2011
928,1186,1981
988,1237,2019
122,39,1968
939,298,2001
336,264,2019
917,1707,1999
195,1951,2000
336,1661,2017
666,1307,2003
153,264,2011
748,1642,1996
78,90,2000
403,1607,1974
1000,1597,1974
241,1545,2000
93,627,1972
967,1420,1974
874,1192,2003
337,206,2014
920,261,1987
736,211,1974
99,1317,1987
589,1181,2010
61,796,1970
802,13,1973
69,391,1959
633,204,1969
631,1592,1981
277,1094,1989
287,1553,1953
507,1785,1994
438,1951,2015
37,1607,2008
350,1838,1991
93,1916,1959
172,519,2012
538,88,2015
169,1682,1972
754,386,1952
828,1318,1986
625,501,2014
573,45,2003
356,1508,2014
941,212,1962
684,1310,1991
137,683,1990
479,1844,1991
622,203,1969
783,1023,2007
131,114,1994
179,1848,2009
869,80,2002
903,859,1958
846,325,1974
469,109,1959
730,150,2001
678,1909,1966
60,813,2002
210,114,1961
201,560,1994
828,392,1969
946,1616,1994
23,638,2014
4,396,1978
169,1924,1991
253,1100,1980
549,1916,1994
599,1508,1955
817,913,2016
578,402,1977
748,1079,1983
457,112,1973
675,1503,1965
358,1796,1957
170,55,2005
863,1968,1953
648,582,2003
957,1337,1984
913,742,1971
242,574,2019
21,1100,2002
666,1804,1989
547,163,1957
863,103,2005
235,305,1967
749,755,2008
951,1155,1961
827,1614,1997
321,988,2016
221,1804,1976
372,1973,1952
348,1350,2016
788,1622,2017
191,1403,1958
593,400,2019
670,583,1981
310,1997,2012
45,302,2002
148,952,1990
249,1758,1977
20,1935,1997
142,1403,1991
295,413,1977
195,246,1968
105,1750,1955
905,342,1966
487,354,1998
602,341,2007
669,1297,1994
773,1391,1974
632,183,2003
988,1279,2020
71,1873,1971
621,1751,1953
210,719,1979
196,821,1974
760,634,1966
944,1209,2002
641,1171,1957
205,1809,2014
38,649,2008
174,1476,1964
810,1394,1990
774,1471,1983
63,413,2014
992,876,1986
474,950,2010
633,943,1952
650,129,1988
882,1418,1979
964,1982,1979
797,822,2003
613,1001,1971
274,1535,1953
131,961,1956
642,1702,1950
884,1464,1969
705,1987,2012
447,1463,1960
853,1885,1967
612,776,2012
672,1581,1990
422,881,1973
515,843,1956
482,666,1954
657,1421,1956
461,314,1978
751,1056,1957
90,1310,1989
668,1058,1976
410,497,1995
40,1489,1956
284,129,2013
248,435,1951
530,1353,1997
52,560,2014
645,1303,1981
757,312,1953
590,1367,1997
161,961,2002
355,1995,1981
510,886,1975
547,1936,2015
337,140,2002
982,1864,2019
731,67,1955
886,1136,1990
27,1146,1975
844,1405,1976
245,322,1980
599,1308,1997
857,1603,1961
495,204,1994
467,371,1983
873,1584,1963
138,1364,2003
614,1064,1978
134,198,2015
175,199,1982
593,1944,1960
705,953,2004
696,1362,2003
999,905,2000
781,1177,2015
36,40,1960
486,505,2015
687,266,2015
673,331,1969
411,331,2016
29,37,2020
953,385,1975
3,802,1999
672,897,1986
701,1598,1993
85,1329,1982
441,210,1951
28,566,1956
93,695,1964
610,1187,2004
166,1439,2003
80,1924,1959
255,959,2008
17,1087,2015
543,379,2004
579,36,1955
803,1501,2019
49,1793,1953
135,1042,1995
138,330,1964
678,1735,2018
850,1024,1964
356,1684,1951
473,808,1980
78,1447,1980
508,277,2002
568,1082,1959
561,103,2008
388,1380,2003
971,1435,1971
291,1676,1995
568,264,1952
110,352,1969
576,1845,2006
698,1542,1957
249,1450,1957
717,1555,2018
137,980,1988
662,865,1988
154,395,1984
689,1493,1968
365,349,1968
212,750,2008
319,1401,1960
38,1388,2013
582,54,1972
666,691,2002
659,1735,2007
511,1571,2003
628,170,1992
251,220,1955
280,921,1979
677,328,1957
646,978,1962
389,1322,1972
442,919,1980
571,575,2003
254,868,1957
194,588,2009
171,870,1993
606,798,1975
413,632,1990
480,393,1988
690,1169,1990
781,1553,1994
24,1345,1959
512,345,1959
54,1453,2018
178,765,1959
530,1153,1957
755,1271,1982
650,989,2002
872,1856,2011
199,1053,1980
580,1684,1980
655,286,1962
722,47,1999
145,938,1953
737,584,2011
45,1525,1983
236,827,1989
562,997,1977
689,1038,1972
792,1688,2016
673,1996,1958
111,14,2006
875,181,1972
818,1862,1976
334,1749,2011
349,71,1964
722,1336,1988
190,1475,1985
431,140,1964
615,715,2004
881,1100,1990
537,1290,1956
143,905,1971
201,1112,1959
896,1637,2016
836,1357,2006
328,133,2012
636,20,1974
195,543,1958
892,471,1983
630,471,2004
907,1008,2004
17,1705,1974
650,1352,2012
22,1783,2017
963,351,2002
744,721,2005
448,1891,1957
993,1462,2007
853,893,1989
383,715,1999
754,362,1963
864,759,1986
616,657,1989
984,824,1981
370,1190,2018
767,597,1950
259,1359,1960
785,880,1991
577,436,1985
229,1416,1992
771,716,1985
22,857,1981
383,836,1995
646,1475,1963
399,26,1959
944,122,1954
756,300,1976
921,367,1957
726,1589,1993
26,683,1996
757,1427,1968
242,1018,1954
661,147,1973
274,1724,1991
134,1421,1978
571,1193,2010
290,914,1982
644,1900,1964
64,1096,1986
702,1124,2003
210,1150,1959
53,678,1956
347,896,2019
58,793,2006
913,1307,1992
550,1255,1964
481,1384,1983
937,203,1995
124,329,1970
495,501,1970
727,1827,1956
427,1269,1954
714,316,2013
624,1554,2016
304,152,1995
751,1366,2002
954,1954,2019
185,460,1998
623,1854,1990
776,901,2006
492,1142,1954
84,1088,1954
817,673,1951
648,1618,2012
106,1335,1961
930,550,1953
157,1795,1993
448,281,1971
563,1022,1950
931,1189,2017
363,1900,1992
881,1597,1980
506,222,1989
363,1671,1977
222,463,1965
989,1130,1980
891,1790,2012
302,1395,2006
892,968,1963
164,1690,2002
525,1440,1984
533,1035,1982
894,260,1964
37,1851,1967
598,1393,1988
775,797,1994
681,381,1994
977,1197,1998
860,383,1993
304,165,1953
803,1798,1973
345,920,2003
636,638,1986
207,461,2007
362,106,1980
133,283,1957
995,1739,1974
470,1100,1981
234,860,2011
757,864,1961
893,1728,1979
528,812,1972
296,920,2020
226,861,2003
913,744,2003
166,1749,2015
933,164,1956
749,1575,1955
102,7,2017
418,1970,1984
344,1526,2019
232,1056,1962
70,1223,1954
89,1236,1980
760,1441,2020
405,1213,1965
725,400,1975
284,923,2010
143,947,1996
69,769,1972
857,61,1996
879,1806,2010
252,1119,1992
579,1285,1952
338,1159,1967
362,1516,2003
702,1621,2005
393,48,1982
6,605,1993
962,1925,1955
711,128,1995
547,1683,1984
831,395,1963
174,1357,1994
855,523,1955
282,890,1955
662,357,2004
46,125,2017
403,362,2002
361,365,1960
588,1347,2007
51,1371,2009
192,1118,1953
376,1693,1982
885,1799,2017
935,1162,1985
35,1363,1988
881,108,1966
442,1229,1981
113,7,2004
405,1347,1969
214,1779,1990
410,1425,1993
90,23,2003
666,1122,2019
831,1455,1952
569,1189,1992
928,75,1966
871,1527,2007
929,943,1997
638,242,1959
395,780,1981
592,1294,1975
353,783,1958
77,619,1959
94,788,2004
357,1656,1987
4,77,1988
506,961,2004
84,1009,1961
180,1471,1966
63,657,2001
357,609,1977
992,891,1952
267,1884,1981
241,434,1975
888,16,1998
12,611,1966
996,1010,2016
757,1253,1953
619,1023,1969
927,1176,1955
309,309,1989
460,478,1955
150,1484,1983
988,368,1957
983,24,1994
444,1436,1994
447,1707,2006
361,1667,1975
507,1721,2006
130,1771,2007
154,142,1978
479,1659,1976
178,270,1987
477,566,2019
563,606,1991
862,1131,1954
320,848,1994
745,1778,1957
748,1820,1983
426,1769,1962
510,191,2017
601,309,1952
740,387,1970
239,630,1995
212,1436,1972
687,497,1990
936,1467,1982
477,687,1978
108,1315,1963
787,849,1973
322,1015,1957
802,191,2020
597,725,1994
860,1364,1992
158,1846,1977
627,604,1998
155,794,1964
10,110,1995
693,140,1980
605,1488,1969
464,317,1950
91,220,2017
534,1729,2007
570,1911,1974
291,510,2010
225,156,1959
170,220,1991
490,1393,1966
221,451,2015
486,1917,2009
415,1219,1966
568,266,1995
191,279,1967
597,738,2010
798,728,1967
189,1401,1981
514,969,1976
853,398,1954
579,1327,2020
940,1306,1955
67,1152,1986
375,1039,2013
227,875,1970
982,256,2006
934,508,2016
641,1683,1957
384,41,1990
312,461,1957
380,336,2010
361,57,2016
964,1784,1968
453,814,1987
797,624,2007
227,996,1994
473,234,2000
342,983,2002
32,3,1965
975,1155,1958
290,298,2004
300,1511,2013
811,1461,2011
981,152,1989
687,1920,1958
630,1157,1982
826,803,1988
12,61,2010
788,282,1957
915,1555,1960
280,1044,2011
490,588,1954
390,1404,2018
723,796,1982
496,1571,1970
656,1560,2016
164,832,1999
687,873,1950
879,1043,2001
896,229,2013
932,1872,1997
228,1756,1958
221,585,1975
4,587,1954
339,540,1995
471,467,1980
33,470,1971
539,867,2018
100,1463,2009
549,1289,2000
595,1176,1955
839,1802,1960
92,1050,1986
739,632,1977
706,455,1977
45,709,1991
815,132,1971
109,1404,1972
562,1349,1984
710,52,1965
531,1807,2001
610,868,1965
479,1351,1992
301,527,2018
485,873,2015
380,591,1978
128,1767,1988
267,650,1998
604,1238,1964
707,1888,2007
777,1395,1978
595,1418,2002
739,874,2008
870,1357,1967
913,1993,1952
42,1471,1989
976,63,2005
353,838,1994
98,1780,2017
609,535,1976
500,1531,2006
627,1343,2005
188,1939,1988
207,1952,1971
336,376,2002
186,846,2009
728,900,1965
84,835,2010
311,1780,1967
371,599,1961
502,1082,1965
109,599,1973
978,1011,1991
563,769,1966
446,1187,1977
425,310,1957
432,1252,1982
179,1597,2008
748,1754,1971
397,1002,2001
247,1472,1969
736,202,2019
284,307,2010
79,612,1967
237,1952,1976
170,730,2006
309,1303,1958
268,1265,1969
106,1203,1990
524,962,1969
684,951,1968
278,677,1995
818,133,1990
895,87,2015
442,1539,1986
504,202,2001
115,1144,1993
867,254,1956
879,1311,1964
132,330,1961
653,1722,1999
940,998,2003
966,1953,1994
391,1722,1957
843,1065,1977
270,1432,1997
421,1601,1984
944,1642,2008
870,444,2011
419,508,1961
503,916,2015
709,1250,2014
525,1429,1999
277,1327,2001
455,1370,2001
183,911,1956
780,901,2019
221,1203,1951
914,1655,1960
353,1093,1985
526,1021,2018
797,1255,1998
153,1678,2018
492,1144,1952
797,208,1973
330,1496,2011
691,1438,2002
204,862,1986
675,447,1950
47,878,1965
432,689,1975
826,845,1967
659,1900,1979
186,1222,2019
339,232,1994
265,54,1968
271,1266,1990
796,1905,2013
450,1268,2015
773,201,1957
224,1679,1982
673,522,1977
277,522,2013
282,637,1992
985,1548,2013
907,1857,1995
771,47,1950
695,1449,1954
822,1261,1959
58,111,1987
913,625,1974
954,1151,1980
704,222,1978
439,742,1958
427,1405,1964
442,747,1997
719,1513,2000
486,1985,2019
417,165,1981
670,345,1961
773,1261,2018
525,1913,2015
502,1929,2009
889,160,1986
677,506,1992
603,291,1953
384,927,2000
79,291,1982
177,1351,1999
712,463,1970
249,473,1999
975,1102,1956
866,112,1997
29,1867,2017
681,1564,1957
572,574,1979
513,1916,2013
117,933,1979
654,643,1982
525,758,1954
337,936,2005
872,48,1980
125,1282,2003
457,1755,1984
968,510,1980
746,1400,1987
171,1169,1966
30,1947,2019
357,127,2010
902,1913,2015
255,116,1962
654,764,1955
640,829,2006
774,1583,1968
280,294,1964
335,1950,2017
684,872,1951
975,1344,2009
639,1395,2017
618,289,2001
878,1411,1998
487,1755,1950
593,1922,2015
851,231,1963
467,1059,1955
993,580,1980
110,1953,1992
707,1943,2016
282,1013,1957
908,1704,1963
569,23,1998
238,418,1978
685,1403,1980
74,1478,1991
244,1889,2002
373,1545,1971
211,1483,2009
106,1955,2002
682,1068,1953
835,1347,2000
577,1540,1962
330,128,1988
519,552,1982
135,1838,1987
207,960,1965
609,482,1997
261,1196,1995
873,528,1996
601,69,1968
470,781,1998
797,947,2004
623,1777,1975
987,778,1961
658,1771,1998
744,1020,1958
838,655,2015
253,1722,2019
676,1825,1973
471,1127,1999
765,1079,1967
274,1781,1988
126,863,1996
203,1312,1974
368,891,1999
979,550,1976
292,1835,1971
388,311,1982
405,1712,2003
462,31,1967
682,263,2009
914,1589,2001
883,24,1966
403,619,1972
365,98,1998
265,914,2007
612,204,1976
493,778,1954
89,688,2017
192,1604,1982
417,1951,1950
602,950,1981
605,201,1997
815,1731,2013
780,956,2000
799,969,1967
630,1951,1998
14,1682,1987
265,1035,2019
261,1559,1962
233,1726,2017
94,1153,1989
510,85,2018
346,1374,1974
543,1659,2014
478,1035,1955
532,1500,1998
278,1095,1992
572,1313,2014
302,1452,1965
314,1277,2002
501,615,1989
126,1226,1974
684,1490,1989
135,1985,2011
752,1136,1994
129,1911,1982
554,1380,1975
888,502,1952
370,805,2018
681,438,1975
504,1559,1975
366,1329,2004
580,386,1968
903,1039,1977
672,1372,2020
281,992,1962
511,1454,1960
65,1108,1998
72,64,1966
474,1801,1975
627,848,1987
892,99,1979
527,644,2005
926,1144,2000
532,1513,1950
910,382,1964
313,163,2011
722,1085,1971
598,524,1974
434,1850,2006
448,1519,1964
296,1916,2014
889,444,1996
757,813,1954
184,628,1961
517,1740,1981
952,1668,1991
534,926,1977
596,343,2019
630,1388,1971
635,1732,1986
415,1463,2003
994,618,1954
894,680,1952
698,1788,2003
137,1226,2003
441,1866,1981
728,876,2014
466,1401,2005
739,513,2015
665,298,1974
761,1992,1982
649,1522,2014
848,685,2000
354,1345,1986
879,1984,1977
669,188,1985
65,1242,1987
894,572,2010
469,1820,1992
787,409,1995
900,57,1975
982,621,1977
500,123,1958
937,878,2011
288,469,1957
415,1705,1955
47,1309,1988
167,1640,1991
40,367,1965
573,601,1958
127,1009,1981
232,308,1978
447,233,1959
371,1635,2020
903,476,1964
634,59,2011
683,1641,1977
650,1464,1986
588,586,1982
650,1235,1978
741,1582,2013
297,1871,2012
327,1713,1994
833,124,1970
851,178,2005
868,1579,1968
448,956,1969
477,1657,2002
589,703,1981
284,67,2007
87,950,1955
63,364,1963
709,1936,1975
857,602,2020
301,421,1975
734,1700,1981
555,1469,1953
512,604,1985
431,1662,1996
30,1089,1983
465,492,1977
47,504,1967
891,600,1950
738,129,1969
975,1533,1993
481,207,1956
675,1241,1960
916,135,1961
4,1073,2011
754,1305,1952
45,845,1981
430,1181,2001
755,712,1951
719,789,2020
54,1833,1974
995,1367,1990
310,1264,1987
510,1066,1963
986,995,2000
237,1136,1953
373,1963,1993
507,731,1982
787,785,1981
298,328,2020
866,1603,2000
123,741,1997
222,454,1957
657,1843,2018
903,852,1950
811,1263,1959
723,1187,2002
26,1747,1970
779,264,1974
550,441,1978
505,1193,2007
751,431,1979
567,1842,1983
197,811,1976
726,1835,2013
895,1378,1961
270,1555,1966
690,1912,2018
810,1011,1964
416,1380,1953
796,847,1979
875,1140,1997
608,1321,1972
361,1858,2013
806,259,2008
890,1421,1987
487,213,1992
833,621,1985
912,914,1995
435,1514,2006
204,1093,2013
383,1324,2017
832,396,1997
694,691,1995
124,575,1966
516,1853,2019
65,934,1996
896,1091,1983
149,110,2003
271,1039,1983
432,1859,2004
709,447,1993
926,970,2020
573,1569,1962
566,398,1983
552,463,1977
256,1633,2005
27,1810,1957
887,453,2018
460,911,2017
71,1624,2010
296,1971,1992
